0,0,1279,2,4,2,2,
0,2,1279,4,6,2,2,
0,4,1279,6,8,2,2,
0,6,1279,8,10,2,2,
0,8,1279,10,12,2,2,
0,10,1279,12,14,2,2,
0,12,1279,14,16,2,2,
0,14,1279,16,18,2,2,
0,16,1279,18,20,2,2,
0,18,1279,20,22,2,2,
0,20,1279,22,24,2,2,
0,22,1279,24,26,2,2,
0,24,1279,26,28,2,2,
0,26,1279,28,30,2,2,
0,28,1279,30,32,2,2,
0,30,1279,32,34,2,2,
0,32,1279,34,36,2,2,
0,34,1279,36,38,2,2,
0,36,1279,38,40,2,2,
0,38,1279,40,42,2,2,
0,40,1279,42,44,2,2,
0,42,1279,44,46,2,2,
0,44,1279,46,48,2,2,
0,46,1279,48,50,2,2,
0,48,1279,50,52,2,2,
0,50,1279,52,54,2,2,
0,52,1279,54,56,2,2,
0,54,1279,56,58,2,2,
0,56,1279,58,60,2,2,
0,58,1279,60,62,2,2,
0,60,1279,62,64,2,2,
0,62,1279,64,66,2,2,
0,64,1279,66,68,2,2,
0,66,1279,68,70,2,2,
0,68,1279,70,72,2,2,
0,70,1279,72,74,2,2,
0,72,1279,74,76,2,2,
0,74,1279,76,78,2,2,
0,76,1279,78,80,2,2,
0,78,1279,80,82,2,2,
0,80,1279,82,84,2,2,
0,82,1279,84,86,2,2,
0,84,1279,86,88,2,2,
0,86,1279,88,90,2,2,
0,88,1279,90,92,2,2,
0,90,1279,92,94,2,2,
0,92,1279,94,96,2,2,
0,94,1279,96,98,2,2,
0,96,1279,98,100,2,2,
0,98,1279,100,102,2,2,
0,100,1279,102,104,2,2,
0,102,1279,104,106,2,2,
0,104,1279,106,108,2,2,
0,106,1279,108,110,2,2,
0,108,1279,110,112,2,2,
0,110,1279,112,114,2,2,
0,112,1279,114,116,2,2,
0,114,1279,116,118,2,2,
0,116,1279,118,120,2,2,
0,118,1279,120,122,2,2,
0,120,1279,122,124,2,2,
0,122,1279,124,126,2,2,
0,124,1279,126,128,2,2,
0,126,1279,128,130,2,2,
0,128,1279,130,132,2,2,
0,130,1279,132,134,2,2,
0,132,1279,134,136,2,2,
0,134,1279,136,138,2,2,
0,136,1279,138,140,2,2,
0,138,1279,140,142,2,2,
0,140,1279,142,144,2,2,
0,142,1279,144,146,2,2,
0,144,1279,146,148,2,2,
0,146,1279,148,150,2,2,
0,148,1279,150,152,2,2,
0,150,1279,152,154,2,2,
0,152,1279,154,156,2,2,
0,154,1279,156,158,2,2,
0,156,1279,158,160,2,2,
0,158,1279,160,162,2,2,
0,160,1279,162,164,2,2,
0,162,1279,164,166,2,2,
0,164,1279,166,168,2,2,
0,166,1279,168,170,2,2,
0,168,1279,170,172,2,2,
0,170,1279,172,174,2,2,
0,172,1279,174,176,2,2,
0,174,1279,176,178,2,2,
0,176,1279,178,180,2,2,
0,178,1279,180,178,2,4,
0,180,1279,182,176,2,6,
0,182,1279,184,174,2,8,
0,184,1279,186,172,2,10,
0,186,1279,188,170,2,12,
0,188,1279,190,168,2,14,
0,190,1279,192,166,2,16,
0,192,1279,194,164,2,18,
0,194,1279,196,162,2,20,
0,196,1279,198,160,2,22,
0,198,1279,200,158,2,24,
0,200,1279,202,156,2,26,
0,202,1279,204,154,2,28,
0,204,1279,206,152,2,30,
0,206,1279,208,150,2,32,
0,208,1279,210,148,2,34,
0,210,1279,212,146,2,36,
0,212,1279,214,144,2,38,
0,214,1279,216,142,2,40,
0,216,1279,218,140,2,42,
0,218,1279,220,138,2,44,
0,220,1279,222,136,2,46,
0,222,1279,224,134,2,48,
0,224,1279,226,132,2,50,
0,226,1279,228,130,2,52,
0,228,1279,230,128,2,54,
0,230,1279,232,126,2,56,
0,232,1279,234,124,2,58,
0,234,1279,236,122,2,60,
0,236,1279,238,120,2,62,
0,238,1279,240,118,2,64,
0,240,1279,242,116,2,66,
0,242,1279,244,114,2,68,
